Date,USD,IDR,JPY,CNY,AUD,GBP,EUR,SGD,VND,,,Source,Download historical exchange rates from the ECB to excel (excelrates.com)
31 May 2021,1.00,0.0000701,0.0091195,0.1569834,0.7734550,1.4184397,1.2201074,0.7564297,0.0000434,,,,
01 Jun 2021,1.00,0.0000702,0.0091197,0.1566441,0.7740537,1.4168320,1.2224939,0.7560865,0.0000434,,,,
02 Jun 2021,1.00,0.0000701,0.0091131,0.1566073,0.7733952,1.4148274,1.2186205,0.7555153,0.0000434,,,,
03 Jun 2021,1.00,0.0000700,0.0091077,0.1564235,0.7717240,1.4178364,1.2187690,0.7550589,0.0000434,,,,
04 Jun 2021,1.00,0.0000698,0.0090839,0.1560111,0.7666948,1.4140271,1.2116806,0.7528987,0.0000434,,,,
05 Jun 2021,1.00,0.0000698,0.0090839,0.1560111,0.7666948,1.4140271,1.2116806,0.7528987,0.0000434,,,,
06 Jun 2021,1.00,0.0000698,0.0090839,0.1560111,0.7666948,1.4140271,1.2116806,0.7528987,0.0000434,,,,
07 Jun 2021,1.00,0.0000702,0.0091457,0.1563331,0.7757350,1.4170327,1.2162491,0.7557437,0.0000435,,,,
08 Jun 2021,1.00,0.0000702,0.0091402,0.1563037,0.7750136,1.4148274,1.2181752,0.7556865,0.0000436,,,,
09 Jun 2021,1.00,0.0000702,0.0091430,0.1565901,0.7751938,1.4172336,1.2195122,0.7559150,0.0000436,,,,
10 Jun 2021,1.00,0.0000701,0.0091294,0.1564211,0.7738740,1.4108352,1.2174336,0.7547739,0.0000436,,,,
11 Jun 2021,1.00,0.0000704,0.0091248,0.1564137,0.7729170,1.4146272,1.2125621,0.7550019,0.0000436,,,,
12 Jun 2021,1.00,0.0000704,0.0091248,0.1564137,0.7729170,1.4146272,1.2125621,0.7550019,0.0000436,,,,
13 Jun 2021,1.00,0.0000704,0.0091248,0.1564137,0.7729170,1.4146272,1.2125621,0.7550019,0.0000436,,,,
14 Jun 2021,1.00,0.0000701,0.0091102,0.1562817,0.7716645,1.4100395,1.2112403,0.7536931,0.0000436,,,,
15 Jun 2021,1.00,0.0000702,0.0090846,0.1562280,0.7691716,1.4054814,1.2108003,0.7538067,0.0000436,,,,
16 Jun 2021,1.00,0.0000702,0.0091028,0.1562744,0.7713074,1.4126289,1.2124151,0.7543185,0.0000436,,,,
17 Jun 2021,1.00,0.0000691,0.0090370,0.1552747,0.7572889,1.3956734,1.1937448,0.7460460,0.0000435,,,,
18 Jun 2021,1.00,0.0000693,0.0090741,0.1552867,0.7515407,1.3869626,1.1897680,0.7446571,0.0000435,,,,
19 Jun 2021,1.00,0.0000693,0.0090741,0.1552867,0.7515407,1.3869626,1.1897680,0.7446571,0.0000435,,,,
20 Jun 2021,1.00,0.0000693,0.0090741,0.1552867,0.7515407,1.3869626,1.1897680,0.7446571,0.0000435,,,,
21 Jun 2021,1.00,0.0000692,0.0090833,0.1545977,0.7515971,1.3879251,1.1890606,0.7437156,0.0000435,,,,
22 Jun 2021,1.00,0.0000692,0.0090449,0.1544402,0.7519362,1.3900473,1.1893435,0.7429421,0.0000434,,,,
23 Jun 2021,1.00,0.0000692,0.0090237,0.1544187,0.7582076,1.3987970,1.1950287,0.7439369,0.0000434,,,,
24 Jun 2021,1.00,0.0000692,0.0090287,0.1546264,0.7575758,1.3898541,1.1936023,0.7441584,0.0000435,,,,
25 Jun 2021,1.00,0.0000693,0.0090345,0.1549163,0.7598784,1.3904338,1.1950287,0.7452676,0.0000434,,,,
26 Jun 2021,1.00,0.0000693,0.0090345,0.1549163,0.7598784,1.3904338,1.1950287,0.7452676,0.0000434,,,,
27 Jun 2021,1.00,0.0000693,0.0090345,0.1549163,0.7598784,1.3904338,1.1950287,0.7452676,0.0000434,,,,
28 Jun 2021,1.00,0.0000689,0.0090138,0.1548323,0.7560293,1.3896609,1.1910434,0.7437156,0.0000434,,,,
29 Jun 2021,1.00,0.0000686,0.0090376,0.1547628,0.7518797,1.3831259,1.1887779,0.7437156,0.0000434,,,,
30 Jun 2021,1.00,0.0000688,0.0090421,0.1548563,0.7496252,1.3850416,1.1883541,0.7438816,0.0000435,,,,
01 Jul 2021,1.00,0.0000689,0.0089745,0.1546551,0.7504690,1.3814063,1.1883541,0.7432734,0.0000435,,,,
02 Jul 2021,1.00,0.0000688,0.0089745,0.1543591,0.7466030,1.3747594,1.1823126,0.7403569,0.0000435,,,,
03 Jul 2021,1.00,0.0000688,0.0089745,0.1543591,0.7466030,1.3747594,1.1823126,0.7403569,0.0000435,,,,
04 Jul 2021,1.00,0.0000688,0.0089745,0.1543591,0.7466030,1.3747594,1.1823126,0.7403569,0.0000435,,,,
05 Jul 2021,1.00,0.0000691,0.0090181,0.1547532,0.7528987,1.3852334,1.1866619,0.7434944,0.0000435,,,,
06 Jul 2021,1.00,0.0000690,0.0090373,0.1546551,0.7572316,1.3854253,1.1838523,0.7436050,0.0000435,,,,
07 Jul 2021,1.00,0.0000690,0.0090410,0.1546982,0.7530120,1.3837000,1.1831519,0.7429421,0.0000435,,,,
08 Jul 2021,1.00,0.0000685,0.0091125,0.1540761,0.7418948,1.3743815,1.1838523,0.7389345,0.0000435,,,,
09 Jul 2021,1.00,0.0000690,0.0090894,0.1543329,0.7472725,1.3827434,1.1858176,0.7398091,0.0000435,,,,
10 Jul 2021,1.00,0.0000690,0.0090894,0.1543329,0.7472725,1.3827434,1.1858176,0.7398091,0.0000435,,,,
11 Jul 2021,1.00,0.0000690,0.0090894,0.1543329,0.7472725,1.3827434,1.1858176,0.7398091,0.0000435,,,,
12 Jul 2021,1.00,0.0000689,0.0090785,0.1544211,0.7459903,1.3850416,1.1852554,0.7394809,0.0000434,,,,
13 Jul 2021,1.00,0.0000691,0.0090724,0.1546264,0.7477195,1.3850416,1.1844131,0.7395903,0.0000435,,,,
14 Jul 2021,1.00,0.0000690,0.0090652,0.1548755,0.7467702,1.3871549,1.1811954,0.7387161,0.0000435,,,,
15 Jul 2021,1.00,0.0000689,0.0090887,0.1547628,0.7438262,1.3861935,1.1809164,0.7382798,0.0000435,,,,
16 Jul 2021,1.00,0.0000691,0.0090764,0.1545308,0.7419498,1.3837000,1.1802195,0.7379529,0.0000435,,,,
17 Jul 2021,1.00,0.0000691,0.0090764,0.1545308,0.7419498,1.3837000,1.1802195,0.7379529,0.0000435,,,,
18 Jul 2021,1.00,0.0000691,0.0090764,0.1545308,0.7419498,1.3837000,1.1802195,0.7379529,0.0000435,,,,
19 Jul 2021,1.00,0.0000686,0.0091238,0.1541188,0.7334067,1.3694878,1.1766090,0.7332991,0.0000434,,,,
20 Jul 2021,1.00,0.0000687,0.0091258,0.1543138,0.7321716,1.3605442,1.1774402,0.7311010,0.0000434,,,,
21 Jul 2021,1.00,0.0000688,0.0090812,0.1544855,0.7316895,1.3631407,1.1771630,0.7309942,0.0000434,,,,
22 Jul 2021,1.00,0.0000690,0.0090696,0.1546240,0.7378440,1.3762731,1.1774402,0.7350239,0.0000435,,,,
23 Jul 2021,1.00,0.0000690,0.0090439,0.1543734,0.7380074,1.3755158,1.1767475,0.7355645,0.0000435,,,,
24 Jul 2021,1.00,0.0000690,0.0090439,0.1543734,0.7380074,1.3755158,1.1767475,0.7355645,0.0000435,,,,
25 Jul 2021,1.00,0.0000690,0.0090439,0.1543734,0.7380074,1.3755158,1.1767475,0.7355645,0.0000435,,,,
26 Jul 2021,1.00,0.0000690,0.0090634,0.1542282,0.7362144,1.3791201,1.1786893,0.7352401,0.0000435,,,,
27 Jul 2021,1.00,0.0000690,0.0090860,0.1537775,0.7368111,1.3812155,1.1810559,0.7354023,0.0000435,,,,
28 Jul 2021,1.00,0.0000690,0.0090844,0.1538935,0.7342144,1.3875399,1.1806375,0.7352941,0.0000435,,,,
29 Jul 2021,1.00,0.0000691,0.0091044,0.1548155,0.7392076,1.3954786,1.1873664,0.7387161,0.0000435,,,,
30 Jul 2021,1.00,0.0000692,0.0091196,0.1547532,0.7370826,1.3966480,1.1890606,0.7390437,0.0000436,,,,
31 Jul 2021,1.00,0.0000692,0.0091196,0.1547532,0.7370826,1.3966480,1.1890606,0.7390437,0.0000436,,,,
01 Aug 2021,1.00,0.0000692,0.0091196,0.1547532,0.7370826,1.3966480,1.1890606,0.7390437,0.0000436,,,,
02 Aug 2021,1.00,0.0000696,0.0091311,0.1547509,0.7363770,1.3890818,1.1886366,0.7396997,0.0000436,,,,
03 Aug 2021,1.00,0.0000699,0.0091635,0.1547173,0.7388253,1.3923698,1.1884954,0.7402472,0.0000436,,,,
04 Aug 2021,1.00,0.0000699,0.0091725,0.1547676,0.7412349,1.3929517,1.1860989,0.7412898,0.0000436,,,,
05 Aug 2021,1.00,0.0000697,0.0091301,0.1547916,0.7410701,1.3931457,1.1849745,0.7407956,0.0000436,,,,
06 Aug 2021,1.00,0.0000697,0.0091075,0.1545834,0.7394262,1.3915948,1.1806375,0.7401377,0.0000436,,,,
07 Aug 2021,1.00,0.0000697,0.0091075,0.1545834,0.7394262,1.3915948,1.1806375,0.7401377,0.0000436,,,,
08 Aug 2021,1.00,0.0000697,0.0091075,0.1545834,0.7394262,1.3915948,1.1806375,0.7401377,0.0000436,,,,
09 Aug 2021,1.00,0.0000695,0.0090819,0.1543639,0.7349699,1.3877324,1.1760555,0.7376807,0.0000436,,,,
10 Aug 2021,1.00,0.0000695,0.0090531,0.1542877,0.7342144,1.3861935,1.1721955,0.7363228,0.0000437,,,,
11 Aug 2021,1.00,0.0000694,0.0090361,0.1541925,0.7343222,1.3835086,1.1717835,0.7358893,0.0000438,,,,
12 Aug 2021,1.00,0.0000697,0.0090572,0.1543877,0.7354023,1.3852334,1.1738467,0.7367568,0.0000438,,,,
13 Aug 2021,1.00,0.0000696,0.0090751,0.1543210,0.7350239,1.3825522,1.1764706,0.7368111,0.0000438,,,,
14 Aug 2021,1.00,0.0000696,0.0090751,0.1543210,0.7350239,1.3825522,1.1764706,0.7368111,0.0000438,,,,
15 Aug 2021,1.00,0.0000696,0.0090751,0.1543210,0.7350239,1.3825522,1.1764706,0.7368111,0.0000438,,,,
16 Aug 2021,1.00,0.0000696,0.0091433,0.1544020,0.7330303,1.3869626,1.1771630,0.7372457,0.0000438,,,,
17 Aug 2021,1.00,0.0000695,0.0091522,0.1543329,0.7291287,1.3791201,1.1767475,0.7357810,0.0000438,,,,
18 Aug 2021,1.00,0.0000695,0.0091109,0.1542996,0.7250054,1.3762731,1.1723329,0.7353482,0.0000438,,,,
19 Aug 2021,1.00,0.0000691,0.0091225,0.1540951,0.7166918,1.3676149,1.1695906,0.7336757,0.0000438,,,,
20 Aug 2021,1.00,0.0000691,0.0091201,0.1538604,0.7128092,1.3610998,1.1671335,0.7336757,0.0000438,,,,
21 Aug 2021,1.00,0.0000691,0.0091201,0.1538604,0.7128092,1.3610998,1.1671335,0.7336757,0.0000438,,,,
22 Aug 2021,1.00,0.0000691,0.0091201,0.1538604,0.7128092,1.3610998,1.1671335,0.7336757,0.0000438,,,,
23 Aug 2021,1.00,0.0000695,0.0090823,0.1542044,0.7183908,1.3683634,1.1717835,0.7358893,0.0000438,,,,
24 Aug 2021,1.00,0.0000695,0.0091192,0.1543877,0.7245327,1.3719303,1.1739845,0.7375175,0.0000438,,,,
25 Aug 2021,1.00,0.0000693,0.0090977,0.1543591,0.7248478,1.3711778,1.1735712,0.7380618,0.0000439,,,,
26 Aug 2021,1.00,0.0000692,0.0090795,0.1542496,0.7261109,1.3726836,1.1767475,0.7391529,0.0000439,,,,
27 Aug 2021,1.00,0.0000693,0.0090755,0.1543543,0.7251106,1.3723068,1.1760555,0.7402472,0.0000439,,,,
28 Aug 2021,1.00,0.0000693,0.0090755,0.1543543,0.7251106,1.3723068,1.1760555,0.7402472,0.0000439,,,,
29 Aug 2021,1.00,0.0000693,0.0090755,0.1543543,0.7251106,1.3723068,1.1760555,0.7402472,0.0000439,,,,
30 Aug 2021,1.00,0.0000698,0.0091015,0.1545715,0.7299270,1.3762731,1.1800802,0.7431077,0.0000439,,,,
31 Aug 2021,1.00,0.0000701,0.0091066,0.1547628,0.7324934,1.3779799,1.1834320,0.7444353,0.0000439,,,,
01 Sep 2021,1.00,0.0000700,0.0090656,0.1546312,0.7345380,1.3762731,1.1817537,0.7424456,0.0000439,,,,
02 Sep 2021,1.00,0.0000702,0.0090906,0.1548443,0.7386070,1.3787398,1.1845534,0.7440476,0.0000439,,,,
03 Sep 2021,1.00,0.0000701,0.0090945,0.1550772,0.7438262,1.3831259,1.1872255,0.7447680,0.0000439,,,,
04 Sep 2021,1.00,0.0000701,0.0090945,0.1550772,0.7438262,1.3831259,1.1872255,0.7447680,0.0000439,,,,
05 Sep 2021,1.00,0.0000701,0.0090945,0.1550772,0.7438262,1.3831259,1.1872255,0.7447680,0.0000439,,,,
06 Sep 2021,1.00,0.0000703,0.0091023,0.1548611,0.7437156,1.3842746,1.1863804,0.7449344,0.0000439,,,,
07 Sep 2021,1.00,0.0000701,0.0090874,0.1546886,0.7392076,1.3772208,1.1859583,0.7432734,0.0000439,,,,
08 Sep 2021,1.00,0.0000701,0.0090760,0.1548515,0.7379529,1.3772208,1.1827321,0.7434391,0.0000439,,,,
09 Sep 2021,1.00,0.0000702,0.0090992,0.1549427,0.7382798,1.3837000,1.1838523,0.7444908,0.0000439,,,,
10 Sep 2021,1.00,0.0000704,0.0091064,0.1553374,0.7406859,1.3888889,1.1841326,0.7472166,0.0000439,,,,
11 Sep 2021,1.00,0.0000704,0.0091064,0.1553374,0.7406859,1.3888889,1.1841326,0.7472166,0.0000439,,,,
12 Sep 2021,1.00,0.0000704,0.0091064,0.1553374,0.7406859,1.3888889,1.1841326,0.7472166,0.0000439,,,,
13 Sep 2021,1.00,0.0000702,0.0090881,0.1548803,0.7355645,1.3838915,1.1779951,0.7446016,0.0000439,,,,
14 Sep 2021,1.00,0.0000701,0.0090821,0.1551037,0.7331378,1.3856173,1.1813349,0.7444353,0.0000439,,,,
15 Sep 2021,1.00,0.0000703,0.0091581,0.1554388,0.7320108,1.3827434,1.1824524,0.7455454,0.0000439,,,,
16 Sep 2021,1.00,0.0000702,0.0091420,0.1550844,0.7316895,1.3835086,1.1763322,0.7442691,0.0000440,,,,
17 Sep 2021,1.00,0.0000703,0.0090888,0.1549115,0.7311545,1.3800718,1.1779951,0.7431629,0.0000439,,,,
18 Sep 2021,1.00,0.0000703,0.0090888,0.1549115,0.7311545,1.3800718,1.1779951,0.7431629,0.0000439,,,,
19 Sep 2021,1.00,0.0000703,0.0090888,0.1549115,0.7311545,1.3800718,1.1779951,0.7431629,0.0000439,,,,
20 Sep 2021,1.00,0.0000699,0.0091364,0.1546503,0.7228567,1.3664936,1.1710973,0.7393715,0.0000439,,,,
21 Sep 2021,1.00,0.0000703,0.0091460,0.1545595,0.7245852,1.3672409,1.1738467,0.7398091,0.0000439,,,,
22 Sep 2021,1.00,0.0000703,0.0091276,0.1546336,0.7250054,1.3638843,1.1728829,0.7397544,0.0000439,,,,
23 Sep 2021,1.00,0.0000703,0.0090899,0.1548731,0.7271670,1.3702384,1.1715089,0.7415647,0.0000439,,,,
24 Sep 2021,1.00,0.0000700,0.0090501,0.1545977,0.7249529,1.3674279,1.1719208,0.7386615,0.0000439,,,,
25 Sep 2021,1.00,0.0000700,0.0090501,0.1545977,0.7249529,1.3674279,1.1719208,0.7386615,0.0000439,,,,
26 Sep 2021,1.00,0.0000700,0.0090501,0.1545977,0.7249529,1.3674279,1.1719208,0.7386615,0.0000439,,,,
27 Sep 2021,1.00,0.0000702,0.0090165,0.1547173,0.7252683,1.3694878,1.1698643,0.7384979,0.0000439,,,,
28 Sep 2021,1.00,0.0000699,0.0089713,0.1548131,0.7246902,1.3586957,1.1678150,0.7369740,0.0000439,,,,
29 Sep 2021,1.00,0.0000699,0.0089722,0.1546719,0.7233273,1.3482540,1.1653653,0.7365940,0.0000440,,,,
30 Sep 2021,1.00,0.0000699,0.0089296,0.1547030,0.7194245,1.3455328,1.1579435,0.7346999,0.0000439,,,,
01 Oct 2021,1.00,0.0000700,0.0089943,0.1551205,0.7256894,1.3542795,1.1599582,0.7373000,0.0000439,,,,
02 Oct 2021,1.00,0.0000700,0.0089943,0.1551205,0.7256894,1.3542795,1.1599582,0.7373000,0.0000439,,,,
03 Oct 2021,1.00,0.0000700,0.0089943,0.1551205,0.7256894,1.3542795,1.1599582,0.7373000,0.0000439,,,,
04 Oct 2021,1.00,0.0000702,0.0090055,0.1551205,0.7292350,1.3605442,1.1636025,0.7375175,0.0000439,,,,
05 Oct 2021,1.00,0.0000703,0.0089945,0.1550965,0.7280140,1.3622122,1.1602274,0.7369740,0.0000440,,,,
06 Oct 2021,1.00,0.0000700,0.0089807,0.1551205,0.7253210,1.3583265,1.1542013,0.7345919,0.0000439,,,,
07 Oct 2021,1.00,0.0000705,0.0089781,0.1551205,0.7299803,1.3598042,1.1562030,0.7365940,0.0000439,,,,
08 Oct 2021,1.00,0.0000704,0.0089460,0.1550989,0.7305136,1.3627691,1.1568718,0.7377896,0.0000439,,,,
09 Oct 2021,1.00,0.0000704,0.0089460,0.1550989,0.7305136,1.3627691,1.1568718,0.7377896,0.0000439,,,,
10 Oct 2021,1.00,0.0000704,0.0089460,0.1550989,0.7305136,1.3627691,1.1568718,0.7377896,0.0000439,,,,
11 Oct 2021,1.00,0.0000704,0.0088554,0.1550556,0.7348078,1.3635124,1.1574074,0.7388253,0.0000439,,,,
12 Oct 2021,1.00,0.0000705,0.0088166,0.1550556,0.7378440,1.3633265,1.1555350,0.7376807,0.0000439,,,,
13 Oct 2021,1.00,0.0000703,0.0088058,0.1552313,0.7354023,1.3618412,1.1562030,0.7389891,0.0000439,,,,
14 Oct 2021,1.00,0.0000709,0.0088128,0.1553495,0.7416197,1.3711778,1.1602274,0.7417297,0.0000439,,,,
15 Oct 2021,1.00,0.0000712,0.0087463,0.1553905,0.7418398,1.3751375,1.1602274,0.7419498,0.0000439,,,,
16 Oct 2021,1.00,0.0000712,0.0087463,0.1553905,0.7418398,1.3751375,1.1602274,0.7419498,0.0000439,,,,
17 Oct 2021,1.00,0.0000712,0.0087463,0.1553905,0.7418398,1.3751375,1.1602274,0.7419498,0.0000439,,,,
18 Oct 2021,1.00,0.0000709,0.0087604,0.1555137,0.7387707,1.3741927,1.1603620,0.7410701,0.0000439,,,,
19 Oct 2021,1.00,0.0000710,0.0087553,0.1565190,0.7470492,1.3829346,1.1655012,0.7439923,0.0000439,,,,
20 Oct 2021,1.00,0.0000709,0.0087536,0.1564284,0.7485030,1.3755158,1.1622501,0.7436603,0.0000439,,,,
21 Oct 2021,1.00,0.0000707,0.0087595,0.1562793,0.7494005,1.3806434,1.1637379,0.7425559,0.0000440,,,,
22 Oct 2021,1.00,0.0000705,0.0087820,0.1564505,0.7498500,1.3783598,1.1630612,0.7422252,0.0000440,,,,
23 Oct 2021,1.00,0.0000705,0.0087820,0.1564505,0.7498500,1.3783598,1.1630612,0.7422252,0.0000440,,,,
24 Oct 2021,1.00,0.0000705,0.0087820,0.1564505,0.7498500,1.3783598,1.1630612,0.7422252,0.0000440,,,,
25 Oct 2021,1.00,0.0000705,0.0087981,0.1564970,0.7483350,1.3751375,1.1603620,0.7422252,0.0000440,,,,
26 Oct 2021,1.00,0.0000708,0.0087703,0.1567374,0.7512584,1.3802622,1.1618450,0.7429973,0.0000439,,,,
27 Oct 2021,1.00,0.0000704,0.0088008,0.1564358,0.7515407,1.3743815,1.1617100,0.7415647,0.0000439,,,,
28 Oct 2021,1.00,0.0000704,0.0088026,0.1563062,0.7522756,1.3740038,1.1592859,0.7420600,0.0000440,,,,
29 Oct 2021,1.00,0.0000703,0.0087807,0.1563331,0.7534659,1.3783598,1.1645511,0.7428317,0.0000440,,,,
30 Oct 2021,1.00,0.0000703,0.0087807,0.1563331,0.7534659,1.3783598,1.1645511,0.7428317,0.0000440,,,,
31 Oct 2021,1.00,0.0000703,0.0087807,0.1563331,0.7534659,1.3783598,1.1645511,0.7428317,0.0000440,,,,
01 Nov 2021,1.00,0.0000700,0.0087586,0.1562964,0.7518232,1.3689254,1.1578094,0.7410152,0.0000440,,,,
02 Nov 2021,1.00,0.0000700,0.0087882,0.1562915,0.7464358,1.3657471,1.1603620,0.7420049,0.0000440,,,,
03 Nov 2021,1.00,0.0000698,0.0087779,0.1562866,0.7434391,1.3650014,1.1578094,0.7409054,0.0000440,,,,
04 Nov 2021,1.00,0.0000696,0.0087797,0.1563746,0.7415097,1.3555646,1.1568718,0.7403020,0.0000441,,,,
05 Nov 2021,1.00,0.0000698,0.0087945,0.1561768,0.7386615,1.3466200,1.1519410,0.7393169,0.0000441,,,,
06 Nov 2021,1.00,0.0000698,0.0087945,0.1561768,0.7386615,1.3466200,1.1519410,0.7393169,0.0000441,,,,
07 Nov 2021,1.00,0.0000698,0.0087945,0.1561768,0.7386615,1.3466200,1.1519410,0.7393169,0.0000441,,,,
08 Nov 2021,1.00,0.0000701,0.0088194,0.1563722,0.7412349,1.3546464,1.1579435,0.7417297,0.0000441,,,,
09 Nov 2021,1.00,0.0000702,0.0088442,0.1564700,0.7401377,1.3559322,1.1576754,0.7420600,0.0000441,,,,
10 Nov 2021,1.00,0.0000702,0.0088296,0.1564725,0.7363228,1.3509862,1.1558021,0.7416197,0.0000441,,,,
11 Nov 2021,1.00,0.0000701,0.0087756,0.1563599,0.7299803,1.3397642,1.1460005,0.7386070,0.0000442,,,,
12 Nov 2021,1.00,0.0000705,0.0087724,0.1567202,0.7296607,1.3388673,1.1448197,0.7388799,0.0000442,,,,
13 Nov 2021,1.00,0.0000705,0.0087724,0.1567202,0.7296607,1.3388673,1.1448197,0.7388799,0.0000442,,,,
14 Nov 2021,1.00,0.0000705,0.0087724,0.1567202,0.7296607,1.3388673,1.1448197,0.7388799,0.0000442,,,,
15 Nov 2021,1.00,0.0000705,0.0087815,0.1566931,0.7365397,1.3437248,1.1444266,0.7403569,0.0000442,,,,
16 Nov 2021,1.00,0.0000702,0.0087520,0.1565264,0.7338911,1.3448090,1.1367512,0.7384979,0.0000442,,,,
17 Nov 2021,1.00,0.0000702,0.0087194,0.1567963,0.7290755,1.3457139,1.1316057,0.7365397,0.0000441,,,,
18 Nov 2021,1.00,0.0000703,0.0087552,0.1566588,0.7281730,1.3478906,1.1345587,0.7363228,0.0000441,,,,
19 Nov 2021,1.00,0.0000700,0.0087904,0.1564823,0.7233796,1.3430030,1.1271416,0.7345380,0.0000441,,,,
20 Nov 2021,1.00,0.0000700,0.0087904,0.1564823,0.7233796,1.3430030,1.1271416,0.7345380,0.0000441,,,,
21 Nov 2021,1.00,0.0000700,0.0087904,0.1564823,0.7233796,1.3430030,1.1271416,0.7345380,0.0000441,,,,
22 Nov 2021,1.00,0.0000702,0.0087637,0.1566931,0.7261109,1.3439054,1.1277772,0.7343761,0.0000441,,,,
23 Nov 2021,1.00,0.0000701,0.0087036,0.1564994,0.7225956,1.3374348,1.1258726,0.7320108,0.0000441,,,,
24 Nov 2021,1.00,0.0000700,0.0086828,0.1565092,0.7206688,1.3351135,1.1205737,0.7309942,0.0000441,,,,
25 Nov 2021,1.00,0.0000700,0.0086724,0.1565803,0.7181844,1.3313806,1.1223345,0.7311545,0.0000441,,,,
26 Nov 2021,1.00,0.0000695,0.0087649,0.1564945,0.7148474,1.3344009,1.1290505,0.7298737,0.0000441,,,,
27 Nov 2021,1.00,0.0000695,0.0087649,0.1564945,0.7148474,1.3344009,1.1290505,0.7298737,0.0000441,,,,
28 Nov 2021,1.00,0.0000695,0.0087649,0.1564945,0.7148474,1.3344009,1.1290505,0.7298737,0.0000441,,,,
29 Nov 2021,1.00,0.0000696,0.0087949,0.1566073,0.7144899,1.3331556,1.1276500,0.7302468,0.0000441,,,,
30 Nov 2021,1.00,0.0000698,0.0088635,0.1569588,0.7147452,1.3340448,1.1363636,0.7321180,0.0000441,,,,
01 Dec 2021,1.00,0.0000696,0.0088205,0.1569982,0.7138778,1.3310262,1.1313497,0.7331916,0.0000440,,,,
02 Dec 2021,1.00,0.0000694,0.0088627,0.1568381,0.7097736,1.3319126,1.1339154,0.7314754,0.0000440,,,,
03 Dec 2021,1.00,0.0000693,0.0088232,0.1569612,0.7057163,1.3276686,1.1290505,0.7300336,0.0000438,,,,
04 Dec 2021,1.00,0.0000693,0.0088232,0.1569612,0.7057163,1.3276686,1.1290505,0.7300336,0.0000438,,,,
05 Dec 2021,1.00,0.0000693,0.0088232,0.1569612,0.7057163,1.3276686,1.1290505,0.7300336,0.0000438,,,,
06 Dec 2021,1.00,0.0000692,0.0088331,0.1567939,0.7039279,1.3259082,1.1286682,0.7302468,0.0000434,,,,
07 Dec 2021,1.00,0.0000696,0.0088054,0.1570500,0.7107826,1.3252054,1.1256191,0.7318501,0.0000433,,,,
08 Dec 2021,1.00,0.0000697,0.0087882,0.1575299,0.7132668,1.3199578,1.1299435,0.7329766,0.0000436,,,,
09 Dec 2021,1.00,0.0000695,0.0088222,0.1568480,0.7140817,1.3192612,1.1310938,0.7322789,0.0000435,,,,
10 Dec 2021,1.00,0.0000696,0.0087933,0.1569760,0.7150518,1.3206550,1.1272686,0.7322252,0.0000434,,,,
11 Dec 2021,1.00,0.0000696,0.0087933,0.1569760,0.7150518,1.3206550,1.1272686,0.7322252,0.0000434,,,,
12 Dec 2021,1.00,0.0000696,0.0087933,0.1569760,0.7150518,1.3206550,1.1272686,0.7322252,0.0000434,,,,
13 Dec 2021,1.00,0.0000698,0.0087979,0.1571265,0.7140307,1.3243279,1.1277772,0.7313684,0.0000435,,,,
14 Dec 2021,1.00,0.0000699,0.0088042,0.1571660,0.7127584,1.3250298,1.1308380,0.7311010,0.0000435,,,,
15 Dec 2021,1.00,0.0000697,0.0087813,0.1570919,0.7144388,1.3252054,1.1262530,0.7310476,0.0000434,,,,
16 Dec 2021,1.00,0.0000697,0.0087625,0.1570450,0.7213966,1.3361839,1.1336583,0.7334605,0.0000435,,,,
17 Dec 2021,1.00,0.0000696,0.0088322,0.1568504,0.7163837,1.3296104,1.1330161,0.7329229,0.0000435,,,,
18 Dec 2021,1.00,0.0000696,0.0088322,0.1568504,0.7163837,1.3296104,1.1330161,0.7329229,0.0000435,,,,
19 Dec 2021,1.00,0.0000696,0.0088322,0.1568504,0.7163837,1.3296104,1.1330161,0.7329229,0.0000435,,,,
20 Dec 2021,1.00,0.0000694,0.0088084,0.1568258,0.7109847,1.3231013,1.1272686,0.7313149,0.0000436,,,,
21 Dec 2021,1.00,0.0000700,0.0087940,0.1569514,0.7130633,1.3245033,1.1295606,0.7327618,0.0000436,,,,
22 Dec 2021,1.00,0.0000702,0.0087550,0.1569612,0.7171543,1.3310262,1.1300712,0.7327618,0.0000436,,,,
23 Dec 2021,1.00,0.0000705,0.0087410,0.1569612,0.7231704,1.3428226,1.1309658,0.7354023,0.0000436,,,,
24 Dec 2021,1.00,0.0000705,0.0087424,0.1570401,0.7233796,1.3410219,1.1317338,0.7376263,0.0000438,,,,
25 Dec 2021,1.00,0.0000705,0.0087424,0.1570401,0.7233796,1.3410219,1.1317338,0.7376263,0.0000438,,,,
26 Dec 2021,1.00,0.0000705,0.0087424,0.1570401,0.7233796,1.3410219,1.1317338,0.7376263,0.0000438,,,,
27 Dec 2021,1.00,0.0000703,0.0087156,0.1569218,0.7211885,1.3413816,1.1312217,0.7367568,0.0000438,,,,
28 Dec 2021,1.00,0.0000703,0.0087054,0.1570278,0.7262164,1.3449899,1.1331445,0.7388799,0.0000438,,,,
29 Dec 2021,1.00,0.0000702,0.0086966,0.1569982,0.7228045,1.3437248,1.1303267,0.7383343,0.0000438,,,,
30 Dec 2021,1.00,0.0000701,0.0086891,0.1569144,0.7267970,1.3504389,1.1334013,0.7393169,0.0000439,,,,
